fold,accuracy,auc,f1_score,g_mean,train_time,num_features,selected_features
1,0.7619047619047619,0.7115384615384616,0.746747505368195,0.6793662204867574,0.28900933265686035,10,"[3, 4, 12, 20, 22, 28, 44, 46, 49, 60]"
2,0.6666666666666666,0.6826923076923077,0.6712433257055682,0.6793662204867574,0.19759798049926758,10,"[5, 9, 12, 21, 22, 42, 44, 45, 47, 49]"
3,0.7142857142857143,0.7451923076923077,0.7168831168831169,0.7337993857053429,0.22300028800964355,10,"[3, 5, 9, 12, 18, 21, 22, 28, 45, 49]"
4,0.6190476190476191,0.6136363636363636,0.6137566137566137,0.6030226891555273,0.20999979972839355,10,"[3, 9, 12, 13, 20, 24, 43, 45, 47, 49]"
5,0.5238095238095238,0.5833333333333333,0.4387755102040817,0.408248290463863,0.12800025939941406,10,"[4, 5, 9, 12, 18, 22, 44, 47, 49, 53]"
6,0.7142857142857143,0.75,0.7222222222222222,0.7423074889580903,0.29200029373168945,10,"[3, 4, 9, 12, 13, 20, 22, 45, 46, 49]"
7,0.7142857142857143,0.7227272727272727,0.7063492063492063,0.7006490497453707,0.1250002384185791,10,"[5, 10, 12, 20, 21, 28, 44, 46, 47, 48]"
8,0.5714285714285714,0.6298076923076923,0.5576985943118666,0.5801193511153214,0.26600003242492676,10,"[3, 4, 9, 12, 20, 22, 28, 45, 47, 49]"
9,0.65,0.6499999999999999,0.6491228070175439,0.648074069840786,0.27204203605651855,10,"[3, 9, 12, 20, 21, 22, 43, 45, 47, 49]"
10,0.5,0.5494505494505495,0.5,0.5241424183609592,0.2539999485015869,10,"[3, 5, 9, 12, 20, 22, 28, 43, 46, 47]"
