fold,accuracy,auc,f1_score,g_mean,train_time,num_features,selected_features
1,0.8571428571428571,0.8605769230769231,0.8584873949579832,0.8604560508152729,0.5720000267028809,8,"[4, 12, 21, 27, 29, 49, 53, 60]"
2,0.7619047619047619,0.7596153846153846,0.7641456582633053,0.75955452531275,0.5386624336242676,8,"[4, 12, 21, 27, 46, 49, 53, 60]"
3,0.7142857142857143,0.7692307692307692,0.7103896103896103,0.7337993857053428,0.3573188781738281,8,"[4, 12, 21, 27, 29, 49, 53, 60]"
4,0.7142857142857143,0.7181818181818181,0.712987012987013,0.7135060680126758,0.39603185653686523,8,"[4, 12, 20, 29, 47, 49, 53, 60]"
5,0.6190476190476191,0.6666666666666667,0.5824175824175823,0.5773502691896257,0.24712324142456055,8,"[4, 9, 12, 22, 44, 47, 49, 53]"
6,0.7619047619047619,0.8214285714285714,0.7673531655225019,0.8017837257372732,0.5054690837860107,8,"[4, 5, 12, 21, 46, 49, 53, 60]"
7,0.7619047619047619,0.7681818181818181,0.7586357197341178,0.7567874686642695,0.5448064804077148,8,"[4, 12, 21, 26, 46, 48, 51, 53]"
8,0.5238095238095238,0.5432692307692307,0.5281385281385281,0.5370861555295747,0.3848404884338379,8,"[4, 12, 21, 27, 29, 49, 53, 60]"
9,0.6,0.6,0.5959595959595959,0.5916079783099616,0.38249993324279785,8,"[4, 12, 21, 22, 44, 49, 54, 60]"
10,0.55,0.5879120879120879,0.5556390977443609,0.5741692517632146,1.4055984020233154,8,"[3, 5, 9, 12, 21, 27, 47, 49]"
