fold,accuracy,auc,f1_score,g_mean,train_time,num_features,selected_features
1,0.8947368421052632,0.9081196581196581,0.8971550497866287,0.9073928715621604,0.31268954277038574,12,"[2, 4, 5, 6, 7, 8, 10, 22, 23, 24, 29, 30]"
2,0.8245614035087719,0.8157894736842104,0.8265765765765767,0.8153649149910351,0.4071638584136963,12,"[6, 8, 10, 11, 21, 22, 23, 24, 26, 28, 29, 30]"
3,0.8947368421052632,0.8947368421052632,0.8959459459459459,0.8947368421052632,0.34371376037597656,12,"[2, 4, 5, 6, 7, 8, 18, 21, 22, 23, 29, 30]"
4,0.7894736842105263,0.7763157894736843,0.7918918918918919,0.7753115717187492,0.4241526126861572,12,"[4, 5, 6, 7, 8, 11, 16, 18, 22, 26, 29, 30]"
5,0.8421052631578947,0.8157894736842105,0.840996840996841,0.8119604537127111,0.3302643299102783,12,"[2, 5, 6, 7, 8, 10, 12, 18, 21, 23, 29, 30]"
6,0.8421052631578947,0.855263157894737,0.8457255158860137,0.8543517410919962,0.40725207328796387,12,"[4, 8, 10, 16, 17, 18, 21, 22, 23, 26, 28, 29]"
7,0.8421052631578947,0.855263157894737,0.8457255158860137,0.8543517410919962,0.2287583351135254,12,"[2, 4, 5, 6, 7, 8, 22, 23, 24, 26, 29, 30]"
8,0.8421052631578947,0.8289473684210527,0.843076923076923,0.8280069853974881,0.3671300411224365,12,"[4, 5, 6, 7, 8, 16, 18, 22, 23, 26, 29, 30]"
9,0.8771929824561403,0.8815789473684212,0.8791624902550396,0.8814807486549593,0.28128623962402344,12,"[2, 5, 9, 17, 18, 21, 22, 23, 26, 28, 29, 30]"
10,0.8392857142857143,0.8523391812865496,0.8434264121313245,0.8515551648780068,0.5038378238677979,12,"[4, 5, 6, 7, 11, 18, 21, 22, 23, 26, 28, 29]"
