fold,accuracy,auc,f1_score,g_mean,train_time,num_features,selected_features
1,0.8064516129032258,0.8046218487394957,0.8064516129032258,0.8043996665398436,0.09313225746154785,2,"[12, 13]"
2,0.8387096774193549,0.8697478991596638,0.853587319243604,0.0,0.06645631790161133,2,"[12, 13]"
3,0.8064516129032258,0.8109243697478992,0.8068548387096776,0.809606191227531,0.10624098777770996,2,"[12, 13]"
4,0.7333333333333333,0.7601809954751131,0.7459876543209877,0.0,0.060726165771484375,2,"[12, 13]"
5,0.7,0.7053571428571428,0.6989988876529478,0.7007648882267351,0.06110954284667969,2,"[12, 13]"
6,0.7,0.6919642857142857,0.694857142857143,0.6813851438692469,0.10110306739807129,2,"[9, 12]"
7,0.8,0.828125,0.813978494623656,0.0,0.054114580154418945,2,"[12, 13]"
8,0.7,0.7008928571428572,0.7003337041156841,0.7007648882267351,0.10165977478027344,2,"[12, 13]"
9,0.7666666666666667,0.7678571428571428,0.7669262143121987,0.7676494735787385,0.1444566249847412,2,"[12, 13]"
10,0.7666666666666667,0.7678571428571428,0.7669262143121987,0.7676494735787385,0.05823826789855957,2,"[12, 13]"
