Model,Type of model,Accuracy,AUC,train_time,num_features,Features selected,Number of features,C,n_features
FisherSVM,Not noise,0.8447311827956989,0.8441953677557393,0.020260143280029296,7.0,"2, 3, 9, 10, 11, 12, 13",7,32.0,8
FisherSVM,Noise,0.7990322580645162,0.7978303980161565,0.018475985527038573,5.0,"9, 10, 11, 12, 13",5,0.25,5
FisherSVM,Outlier,0.7888172043010753,0.7941680172252928,0.020569682121276855,6.5,"2, 3, 9, 11, 12, 13",6,0.25,8
FisherSVM,Noise + Outlier,0.7381720430107527,0.7444521452919286,0.022800469398498537,7.0,"1, 2, 3, 9, 10, 11, 13",7,1.0,7
RFESVM,Not noise,0.8447311827956989,0.8441953677557393,0.15672678947448732,7.0,"2, 3, 9, 10, 11, 12, 13",7,1.0,7
RFESVM,Noise,0.8151612903225806,0.8141937517247115,0.2159740924835205,4.0,"3, 10, 12, 13",4,1.0,4
RFESVM,Outlier,0.7955913978494623,0.802440727658994,0.200136137008667,5.0,"3, 9, 11, 12, 13",5,1.0,5
RFESVM,Noise + Outlier,0.7381720430107527,0.7413271452919286,0.11996231079101563,9.0,"1, 2, 3, 5, 9, 10, 11, 12, 13",9,4.0,9
