Model,Type of model,Average Accuracy,Average AUC,Average F1 Score,Average G-Mean,Average train_time,Average num_features,BestFold Features selected,BestFold #Features,C,n_features
RFESVM,Not noise,0.975344611528822,0.9729360782246843,0.9752953780484038,0.9726663911662943,1.585587215423584,10.1,"8, 11, 14, 22, 24, 25, 27, 28, 29",9,2.0,15
RFESVM,Noise,0.8963345864661655,0.8866292392681903,0.8961280176730181,0.885087556624381,1.6050461530685425,13.3,"3, 6, 9, 14, 15, 17, 20, 21, 22, 23, 24, 25, 27, 28, 30",15,16.0,15
RFESVM,Outlier,0.9174812030075186,0.9266378557877143,0.9189706177651897,0.9255021977639982,1.8188287019729614,9.9,"2, 8, 15, 21, 22, 25, 27, 28, 29",9,0.25,15
RFESVM,Noise + Outlier,0.8559837092731831,0.8605429414831198,0.8583222170177885,0.8592780279310297,1.6943313121795653,13.0,"2, 4, 5, 6, 7, 11, 21, 22, 23, 24, 26, 28, 29, 30",14,0.125,15
