Model,Type of model,Accuracy,AUC,train_time,num_features,Features selected,Number of features,C,n_features
RFESVM,Not noise,0.759047619047619,0.7596496558996558,0.04026627540588379,15.5,"1, 4, 5, 11, 12, 21, 22, 23, 27, 28, 29, 44, 45, 47, 48, 49, 51, 52, 54",19,0.125,60
RFESVM,Noise,0.7059523809523809,0.7187391774891775,0.044598937034606934,19.9,"1, 3, 4, 5, 9, 10, 11, 12, 20, 21, 22, 23, 28, 29, 41, 43, 44, 46, 48, 49, 51, 53",22,1.0,60
RFESVM,Outlier,0.7023809523809523,0.7019768426018426,0.039361190795898435,13.1,"1, 5, 9, 12, 21, 28, 29, 47, 49, 52, 54, 59",12,0.125,60
RFESVM,Noise + Outlier,0.6633333333333333,0.6726128038628039,0.04447393417358399,17.1,"1, 5, 12, 19, 21, 22, 23, 28, 30, 34, 39, 43, 44, 49, 51, 52, 59",17,1.0,60
