Model,Type of model,Accuracy,AUC,train_time,num_features,Features selected,Number of features,C,n_features
FisherSVM,Not noise,0.7291866028708134,0.7417951459971833,0.07190709114074707,4.9,"1, 2, 6, 7, 8",5,8.0,5
FisherSVM,Noise,0.718215994531784,0.7367536966862881,0.08097858428955078,5.2,"1, 2, 5, 6, 7, 8",6,0.5,6
FisherSVM,Outlier,0.697470950102529,0.7118643352808915,0.07021241188049317,3.0,"2, 6, 8",3,1.0,3
FisherSVM,Noise + Outlier,0.6753417634996582,0.6827689509707698,0.07102007865905761,3.0,"2, 6, 8",3,0.25,3
RFESVM,Not noise,0.7344155844155844,0.7468068528699137,0.1543959379196167,4.0,"1, 2, 6, 7",4,0.5,4
RFESVM,Noise,0.7247265892002734,0.7402933543255967,0.15449049472808837,4.0,"1, 2, 6, 8",4,1.0,4
RFESVM,Outlier,0.7039302802460699,0.7219174872196465,0.15448997020721436,4.0,"1, 2, 6, 8",4,1.0,4
RFESVM,Noise + Outlier,0.6622863978127136,0.6740785960040991,0.16385941505432128,5.0,"1, 2, 6, 7, 8",5,0.125,5
