Model,Type of model,Accuracy,AUC,train_time,num_features,Features selected,Number of features,C,n_features
FisherSVM,Not noise,0.7291866028708134,0.7417951459971833,0.0722052812576294,4.9,"1, 2, 6, 7, 8",5,8.0,5
FisherSVM,Noise,0.718215994531784,0.7367536966862881,0.08098764419555664,5.2,"1, 2, 5, 6, 7, 8",6,0.5,6
FisherSVM,Outlier,0.697470950102529,0.7118643352808915,0.06971595287322999,3.0,"2, 6, 8",3,1.0,3
FisherSVM,Noise + Outlier,0.6753417634996582,0.6827689509707698,0.070210862159729,3.0,"2, 6, 8",3,0.25,3
