Model,Type of model,Accuracy,AUC,train_time,num_features,Features selected,Number of features,C,n_features
FisherSVM,Not noise,0.8803174603174604,0.8517140739695087,0.04637606143951416,9.4,"1, 3, 5, 7, 8, 12, 14, 15, 25, 31",10,1.0,17
FisherSVM,Noise,0.832063492063492,0.7982268492377188,0.0767913818359375,14.9,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 18, 21, 23, 26, 31",16,1.0,34
FisherSVM,Outlier,0.8348412698412699,0.810080074197351,0.07509944438934327,12.6,"1, 3, 4, 5, 7, 8, 9, 10, 15, 16, 18, 31",12,0.5,34
FisherSVM,Noise + Outlier,0.7749206349206348,0.754385401878823,0.047773885726928714,9.2,"1, 3, 5, 7, 12, 14, 15, 16, 18, 33",10,2.0,17
RFESVM,Not noise,0.8831746031746033,0.8557672671531368,1.4239904403686523,7.9,"1, 3, 5, 7, 8, 10, 25",7,0.25,8
RFESVM,Noise,0.832063492063492,0.7982268492377188,1.202382779121399,14.9,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 18, 21, 23, 26, 31",16,1.0,17
RFESVM,Outlier,0.8376190476190477,0.8106729249740253,1.465381932258606,8.0,"1, 3, 5, 7, 8, 10, 15, 18",8,0.5,8
RFESVM,Noise + Outlier,0.75515873015873,0.7358594278528489,1.5095689058303834,8.0,"1, 3, 5, 7, 8, 14, 16, 33",8,16.0,8
