Model,Type of model,Average Accuracy,Average AUC,Average F1 Score,Average G-Mean,Average train_time,Average num_features,BestFold Features selected,BestFold #Features,C,n_features
RFESVM,Not noise,0.9770989974937343,0.9742874295760358,0.9770403854047501,0.97402699878308,1.9351824045181274,14.3,"1, 4, 8, 11, 14, 21, 22, 23, 24, 25, 27, 28, 29",13,1.0,15
RFESVM,Noise,0.8981203007518797,0.8891292392681903,0.898005684813843,0.8878017805441922,1.089198112487793,15.7,"1, 3, 6, 7, 9, 11, 14, 15, 17, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30",19,0.25,22
RFESVM,Outlier,0.9104636591478696,0.9231457922956509,0.9122322972026925,0.9216739604735082,2.007042384147644,12.8,"1, 2, 3, 8, 15, 19, 21, 22, 23, 25, 27, 28, 29",13,0.125,15
RFESVM,Noise + Outlier,0.8524749373433584,0.8562451741565139,0.8549617540340971,0.8551019386545043,1.1292184829711913,18.2,"2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 18, 21, 22, 23, 24, 26, 28, 29, 30",19,0.125,22
