Model,Type of model,Accuracy,AUC,train_time,num_features,Features selected,Number of features,C,n_features
FisherSVM,Not noise,0.975344611528822,0.9729360782246843,0.6055889844894409,9.8,"8, 11, 14, 22, 24, 25, 27, 28, 29",9,2.0,
FisherSVM,Noise,0.8981203007518797,0.8884882136271648,0.6186904430389404,10.5,"1, 3, 11, 14, 21, 22, 23, 24, 27, 28",10,8.0,
FisherSVM,Outlier,0.9104636591478696,0.9233151689894179,0.6210804462432862,8.4,"2, 8, 21, 22, 25, 27, 28",7,1.0,
FisherSVM,Noise + Outlier,0.850689223057644,0.8535967773167806,0.62386634349823,11.4,"2, 4, 6, 7, 8, 9, 11, 18, 21, 22, 23, 26, 27, 28",14,8.0,
RFESVM,Not noise,0.975344611528822,0.9729360782246843,0.06196188926696777,10.1,"8, 11, 14, 22, 24, 25, 27, 28, 29",9,2.0,30.0
RFESVM,Noise,0.8963345864661655,0.8866292392681903,0.0642777442932129,13.5,"3, 6, 7, 9, 14, 15, 17, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30",17,16.0,30.0
RFESVM,Outlier,0.9174812030075186,0.9266378557877143,0.0646601676940918,9.9,"2, 8, 15, 21, 22, 25, 27, 28, 29",9,0.25,30.0
RFESVM,Noise + Outlier,0.8559837092731831,0.8605429414831198,0.06755445003509522,13.1,"2, 4, 5, 6, 7, 11, 21, 22, 23, 24, 26, 28, 29, 30",14,0.125,30.0
