Model,Type of model,Accuracy,AUC,train_time,num_features,Features selected,Number of features,C,n_features
RFESVM,Not noise,0.7344155844155844,0.7468068528699137,0.16695704460144042,4.0,"1, 2, 6, 7",4,0.5,4
RFESVM,Noise,0.7247265892002734,0.7402933543255967,0.15847647190093994,4.0,"1, 2, 6, 8",4,1.0,4
RFESVM,Outlier,0.7039302802460699,0.7219174872196465,0.17682433128356934,4.0,"1, 2, 6, 8",4,1.0,4
RFESVM,Noise + Outlier,0.6622863978127136,0.6740785960040991,0.180121111869812,5.0,"1, 2, 6, 7, 8",5,0.125,5
