Model,Type of model,Accuracy,AUC,train_time,num_features,Features selected,Number of features,C
FisherSVM,Not noise,0.8803174603174604,0.8517140739695087,0.6635277271270752,9.4,"1, 3, 5, 7, 8, 29, 31",7,1
FisherSVM,Noise,0.8265079365079364,0.7941792301900998,1.083402681350708,8.1,"1, 3, 5, 31",4,4
FisherSVM,Outlier,0.8376190476190477,0.8135689434292542,0.6916501760482788,9.1,"1, 3, 5, 7, 14, 16, 18, 31",8,8
FisherSVM,Noise + Outlier,0.7777777777777778,0.7568854018788229,0.6958389997482299,8.9,"1, 3, 5, 7, 12, 14, 15, 16, 18, 33",10,8
